Year,Survey,StationCode,TowsCompleted,Index,VolumeOfAllTows,SampDate,TemperatureTop,TemperatureBottom,Secchi,ConductivityTop,ConductivityBottom,TideCode,DepthBottom,CableOut,TowDirection,WindDirection,Microcystis,TurbidityTop,Weather,Waves,StartLatDegrees,StartLatMinutes,StartLatSeconds,StartLongDegrees,StartLongMinutes,StartLongSeconds,EndLatDegrees,EndLatMinutes,EndLatSeconds,EndLongDegrees,EndLongMinutes,EndLongSeconds,Latitude,Longitude,<>,Age-0 Striped Bass,American Shad,Bay Goby,Chameleon Goby,Cheekspot Goby,Crangon,Gobies (Unid),Herring (Unid),Jacksmelt,Jelly (UNID),Largemouth Bass,Lepomis (UNID),Longfin Smelt,Maeotias,Mississippi Silverside,Northern Anchovy,Pacific Herring,Pacific Lamprey,Palaemon,Plainfin Midshipman,Prickly Sculpin,Rainwater Killifish,Shimofuri Goby,Shokihaze Goby,Siberian prawn,Splittail,Staghorn Sculpin,Starry Flounder,Threadfin Shad,Three Spine Stickleback,Topsmelt,Trid_SB0 (UNID),Tridentiger spp,Tule Perch,Unknown Damaged (UNID),Unknown Fish (UNID),Unknown Invertebrate (UNID),Wakasagi,White Catfish,Yellowfin Goby
2021,5,722,2,,1845,8/4/2021,20.7,20.1,112,209,204,2,20,175,2,W,1,5.9,1,1,38,15,5.8,121,41,15.2,38,15,18.5,121,41,18.7,38.25161111,-121.6875556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,723,2,0,1887,8/4/2021,21.6,20.8,100,213,211,2,37,225,2,SW,2,7.2,1,1,38,14,16.2,121,40,21.5,38,14,28.6,121,40,17.8,38.23783333,-121.6726389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,795,2,0,1808,8/5/2021,22,21.2,53,1018,948,2,38,225,2,NE,1,42.1,1,3,38,32,9.7,121,35,4.6,38,32,26.9,121,35,3.9,38.53602778,-121.5846111,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,3,,,,7,,3,,,,,
2021,5,796,2,0,1833,8/5/2021,22.1,21.3,47,842,828,2,36,225,2,NE,1,38.9,1,2,38,28,30.3,121,35,3.4,38,28,46.7,121,35,3.7,38.47508333,-121.5842778,,,,,,,,,,,,,,,,3,,,,,,,,,,93,,,,31,,,,12,,,,,,,
2021,5,797,2,0,1897,8/5/2021,21.4,19.6,26,548,453,2,32,225,2,NE,1,75,3,2,38,24,14.2,121,36,56.3,38,24,28.7,121,36,49.1,38.40394444,-121.6156389,,1,1,,,,,,,,,,,,,8,,,,,,,,27,,177,,,,92,,,,3,,6,,,2,,
2021,5,801,3,1,2912,8/5/2021,20.3,19.3,71,8565,8788,2,22,175,2,SW,2,9.3,2,2,38,2,49,121,50,44.2,38,3,3.2,121,50,40.7,38.04694444,-121.8456111,,,,,,,7,,,,,,,,281,,1,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,804,2,1,1894,8/2/2021,21.5,20.9,68,2686,3394,2,32,225,2,NW,3,7.9,1,2,38,1,0.5,121,47,36.3,38,1,4.4,121,47,55,38.01680556,-121.7934167,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,809,3,1,2821,8/2/2021,21.6,20.7,73,1394,1425,2,42,225,2,SW,3,7.5,1,3,38,3,2,121,41,42.8,38,3,8.8,121,41,35.8,38.05055556,-121.6952222,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,
2021,5,812,3,1,2804,8/3/2021,21.9,21.9,79,528,529,2,33,225,2,W,4,6.1,1,2,38,5,28.1,121,38,42.2,38,5,26,121,38,33.7,38.09113889,-121.6450556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,
2021,5,815,2,1,1791,8/3/2021,22.2,21.7,114,353,464,2,15,150,2,NW,3,4.6,1,1,38,5,12.7,121,34,19.9,38,5,1.8,121,34,16.2,38.08686111,-121.5721944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,902,3,1,2798,8/2/2021,22.2,21.7,93,623,642,2,25,200,2,SW,4,11.3,1,1,38,1,8.7,121,34,56.1,38,0,55.5,121,34,54.4,38.01908333,-121.58225,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,
2021,5,906,2,1,1930,8/3/2021,22.7,22,147,476,469,2,38,225,2,SE,2,6.2,1,2,38,3,3.3,121,30,26,38,2,56.1,121,30,18.1,38.05091667,-121.5072222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,910,2,1,1818,8/2/2021,26,25.5,166,439,439,4,38,225,2,NW,4,3,1,1,38,0,12.2,121,27,3.3,38,0,25.7,121,27,12.7,38.00338889,-121.4509167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,912,2,1,1845,8/2/2021,26.1,26.2,110,380,400,4,40,225,2,W,4,3.6,1,1,37,57,54.5,121,22,2.7,37,58,7.3,121,22,17.3,37.96513889,-121.3674167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,914,2,1,1785,8/2/2021,25.7,26.5,169,577,594,4,32,225,2,N,,2.3,1,1,37,55,38.6,121,33,31.3,37,58,11.7,121,31,35.3,37.92738889,-121.5586944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,915,2,1,1792,8/2/2021,24.4,24,107,601,655,2,29,225,2,NA,4,3.7,1,1,38,56,48.5,121,34,8.6,37,56,36.9,121,34,0.8,38.94680556,-121.5690556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,918,2,1,1742,8/2/2021,25,24.4,121,705,701,2,25,200,2,N,4,4.4,1,1,37,51,45.9,121,34,14.6,37,51,34.3,121,34,3.5,37.86275,-121.5707222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,5,919,2,1,1804,8/3/2021,22.2,21.1,164,166,207,2,25,200,2,NA,1,2.3,3,1,38,6,19.5,121,29,42.1,38,6,23.1,121,29,55,38.10541667,-121.4950278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,323,3,1,2482,8/17/2021,19.8,19.1,47,36110,35276,4,10,100,2,W,1,12.9,3,3,38,2,34.9,122,17,30.7,38,2,32,122,17,42.7,38.04302778,-122.2918611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2021,6,340,3,0,2783,8/16/2021,20.7,21.2,44,33189,33664,2,15,125,2,W,1,13.9,2,1,38,5,45.3,122,15,36.8,,,,,,,38.09591667,-122.2602222,,,,,,,,,,,,,,,,,12,,,,19,,,,,,,,,,,,,,,,,,,,
2021,6,405,3,1,2689,8/17/2021,20,19.7,44,25355,25622,4,13,125,2,W,1,12.9,3,1,38,2,23.2,122,8,52.8,38,2,22.5,122,9,5.2,38.03977778,-122.148,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,
2021,6,411,3,1,2547,8/17/2021,20.5,20,69,22200,24365,4,15,150,2,W,1,8.3,3,1,38,3,6.6,122,4,34.9,38,3,2.9,122,4,47.3,38.05183333,-122.0763611,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
2021,6,418,2,1,2056,8/16/2021,20.7,20.4,56,26438,28221,4,34,225,2,W,1,9.1,2,3,38,4,17,122,5,37,,,,,,,38.07138889,-122.0936111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,501,3,1,2741,8/17/2021,20.5,19.9,68,17663,20431,4,25,200,2,SW,2,11.7,3,1,38,4,21.3,122,1,23.6,38,4,26.6,122,1,32.3,38.07258333,-122.0232222,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,504,3,1,2873,8/17/2021,20.7,20.3,50,17761,16891,4,25,200,2,SW,2,13.9,3,1,38,3,4.9,121,59,2.9,38,3,15.5,121,59,13.4,38.05136111,-121.9841389,,,,,,,5,,,,,,,,6,,1,,,,,,,,,,,,,,,,,3,,,,,,,
2021,6,508,3,1,2843,8/18/2021,20.6,20.1,30,11601,12860,2,30,225,2,SW,2,27.7,3,2,38,1,4.8,121,45,11.6,38,2,57,121,55,0,38.018,-121.7532222,,,,,,,27,,,,,,,,603,,7,,,3,,,,,3,171,,,,,,,,3,,,,,,,
2021,6,513,2,1,1751,8/18/2021,21.1,20.3,54,8171,9026,2,40,225,2,SW,2,10.9,3,2,38,3,27.3,121,52,13.2,38,3,31.7,121,52,6,38.05758333,-121.8703333,,,,,,,,,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,519,3,1,2403,8/17/2021,20.7,20.6,33,15868,15961,4,7,75,2,SW,2,21.1,3,2,38,4,27.1,121,57,35.9,38,4,24.3,121,57,50.9,38.07419444,-121.9599722,,,,,,,,,,,,,,,123,,,,,,,,,,,3,,,,,,,,1,,,,,,,
2021,6,520,2,1,1736,8/18/2021,21.5,20.5,60,5368,5362,3,43,225,2,SW,3,7.3,3,1,38,1,54,121,51,39.4,38,1,55.4,121,52,2,38.03166667,-121.8609444,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,602,3,1,2419,8/16/2021,20.8,20.6,39,20008,20219,4,5,75,2,W,1,15.3,3,3,38,7,1.8,122,2,30.3,38,6,47.2,122,2,42.1,38.11716667,-122.04175,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,2,,,,,
2021,6,606,3,1,2795,8/16/2021,21.4,20.9,32,20042,16312,4,23,200,2,W,1,38.2,2,1,38,10,12,122,1,22.1,38,10,13.2,122,1,38.2,38.17,-122.0228056,,,,,,,12,,,,,,,,,,2,,,,,,,,3,,,,,,,,4,7,,,,,,,
2021,6,609,3,1,2733,8/16/2021,21.2,20.8,38,16515,16075,4,34,225,2,W,1,15.3,2,1,38,10,2.8,121,56,13.4,38,10,1.3,121,56,28.7,38.16744444,-121.9370556,,,,,,,,,,,,,,,16,,,,,,,,,1,,,,,,,,,,3,,,,,,,
2021,6,610,3,1,2647,8/16/2021,20.6,20.4,42,13173,8755,2,11,100,2,W,1,13.2,3,1,38,7,20.8,121,53,20.6,38,7,10.2,121,53,19.4,38.12244444,-121.8890556,,,,,,,,,,,,,,,350,,,,,,,,,,,,,,,,,,,5,,,,,,,
2021,6,704,3,1,2676,8/17/2021,21.2,20.6,46,3811,2349,2,35,225,2,W,2,18.4,1,2,38,3,54.9,121,47,15.7,38,3,56.8,121,47,6.5,38.06525,-121.7876944,,,,,,,9,,,,,,,,638,,,,,9,,,,,11,58,,,,,,,,110,,,,,,1,
2021,6,706,3,1,2043,8/17/2021,21.9,20.8,52,1287,1075,2,31,225,2,W,1,17.6,1,2,38,5,5.3,121,45,4.8,38,5,10.1,121,44,53,38.08480556,-121.7513333,,,,,,,,,,,,,,,83,,,,,,,,,,13,95,,,,,,,,120,,2,,,,,1
2021,6,707,3,1,2535,8/17/2021,22.5,20.8,95,350,323,3,32,225,3,W,2,9.1,1,2,38,6,54.9,121,42,20.3,38,6,45.3,121,42,32.5,38.11525,-121.7056389,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,3,,2,,,,,
2021,6,711,2,1,1308,8/19/2021,21.8,20.5,126,303,377,2,12,100,2,SW,2,7.7,3,2,38,10,37.6,121,39,43.5,38,10,34.7,121,39,34.7,38.17711111,-121.6620833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,713,2,0,1585,8/19/2021,21.7,20.9,114,204,207,2,40,225,2,SW,1,7.8,3,1,38,12,23.3,121,39,34.3,38,12,25.7,121,39,35.6,38.20647222,-121.6595278,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
2021,6,716,2,0,1870,8/19/2021,20.9,20.3,122,202,201,2,57,225,2,SW,1,11.6,3,1,38,14,17.1,121,41,3.5,38,14,25.7,121,41,9.1,38.23808333,-121.6843056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,719,2,0,735,8/19/2021,22.1,21.7,25,416,428,4,32,225,2,W,1,48.5,4,1,38,20,7.4,121,38,49.2,38,19,52.1,121,38,52.4,38.33538889,-121.647,,,1,,,,,,,,,,,,,,,,,,,,,1,,203,,,,6,,,,2,,1,,,1,,
2021,6,722,2,,1902,8/19/2021,20.7,20.4,135,200,200,2,24,200,2,SW,1,7.6,3,2,38,15,9.5,121,41,15.2,38,15,21.5,121,41,18.5,38.25263889,-121.6875556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,723,2,0,1904,8/19/2021,21.6,20.9,96,210,208,2,36,225,2,W,1,10.4,3,1,38,14,18,121,40,21.8,38,14,29.7,121,40,18.7,38.23833333,-121.6727222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,795,2,0,1849,8/19/2021,23,22.6,46,1051,1063,3,34,225,3,SE,1,21.9,1,1,38,32,7.3,121,35,4.9,38,31,49.5,121,35,4.6,38.53536111,-121.5846944,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,12,,,,,,,
2021,6,796,2,0,1821,8/19/2021,22.3,22.1,22,817,808,3,32,225,3,NA,1,21.9,3,1,38,28,22.6,121,35,8.3,38,28,38.1,121,35,4.5,38.47294444,-121.5856389,,,,,,,,,,,,,,,,3,,,,,,,,7,2,780,,,,11,,,,24,,,,,,3,
2021,6,797,2,0,934,8/19/2021,22.2,22,24,607,604,3,32,225,3,W,1,66.1,4,1,38,24,18.5,121,36,54.7,38,23,59.4,121,37,3.1,38.40513889,-121.6151944,,1,,,,,,,,,,,,,,1,,,,,,,,13,,593,,,,37,,,,3,,,,,2,,
2021,6,801,2,1,1779,8/18/2021,21.3,20.6,69,5856,5902,2,20,175,2,SW,3,10,3,1,38,3,3.9,121,50,48.5,38,2,49.5,121,50,37.6,38.05108333,-121.8468056,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,804,2,1,1775,8/18/2021,22,21.3,62,2554,2559,3,33,225,2,SW,3,8,3,1,38,0,59.5,121,47,34.2,38,1,3.1,121,47,52.1,38.01652778,-121.7928333,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,809,3,1,2714,8/18/2021,22.7,22.1,71,886,961,4,34,225,2,SW,4,7.5,3,1,38,3,15.4,121,41,30.7,38,3,5.1,121,41,38.8,38.05427778,-121.6918611,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,
2021,6,812,2,1,1986,8/17/2021,23.3,22.4,100,494,482,4,15,125,2,W,4,9.1,3,1,38,5,23.2,121,38,16.6,38,5,24.2,121,38,24.4,38.08977778,-121.6379444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,815,3,1,2791,8/17/2021,24.2,23.4,111,387,479,4,20,175,2,NA,4,13.7,3,1,38,4,59.2,121,34,15.3,38,5,8.2,121,34,18.6,38.08311111,-121.5709167,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,
2021,6,902,3,1,2657,8/18/2021,23.8,22.6,98,571,559,2,26,200,2,NA,3,9.4,3,1,38,1,11.6,121,34,56.5,,,,,,,38.01988889,-121.5823611,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,3,
2021,6,906,3,1,2714,8/17/2021,24.7,24,123,450,443,4,39,225,2,SW,4,6,4,1,38,2,55.5,121,30,16.3,38,3,2.7,121,30,22.3,38.04875,-121.5045278,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
2021,6,910,3,1,2806,8/18/2021,24.6,23.3,144,404,412,2,40,225,2,NA,1,11.4,3,1,38,0,3.6,121,26,57.8,37,59,54.8,121,26,46.4,38.001,-121.4493889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,11,,,,,,,
2021,6,912,3,1,2773,8/18/2021,24.2,22.7,138,323,317,2,39,225,2,NA,1,4.7,3,1,37,58,2.3,121,22,11.7,37,57,51.8,121,21,58.6,37.96730556,-121.3699167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021,6,914,3,1,2560,8/18/2021,24.2,23.2,160,514,498,2,22,175,2,NA,3,5.5,3,1,37,58,14.2,121,31,31,37,58,6.7,121,31,44.3,37.97061111,-121.5252778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,6,915,2,1,1797,8/18/2021,24.7,24.1,117,611,629,4,20,175,2,SW,3,7.4,3,1,37,56,37.5,121,34,2.3,37,56,50.5,121,34,7.7,37.94375,-121.5673056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,6,918,3,1,2744,8/18/2021,24.2,23.3,92,641,649,3,22,175,2,SW,2,8.9,3,1,37,51,38.6,121,34,8,37,51,26.9,121,33,56.5,37.86072222,-121.5688889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
2021,6,919,2,1,1823,8/17/2021,24.3,24.1,188,187,194,4,20,175,2,SW,2,2.3,3,1,38,6,20.1,121,29,44.2,38,6,30.9,121,30,2,38.10558333,-121.4956111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
