Date,ds_year,month,Source,Station,Region,SubRegion,ds_year_type,Season,samples_in_month,chlaAvg,chlaAvg_log10
1991-08-01T07:00:00Z,1991,8,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Summer,1,3.98,0.5998830720736879
1991-08-15T07:00:00Z,1991,8,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Summer,1,5.46,0.7371926427047373
1991-08-05T07:00:00Z,1991,8,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Summer,1,2.28,0.35793484700045375
1991-08-20T07:00:00Z,1991,8,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Summer,1,8.61,0.9350031514536548
1991-08-01T07:00:00Z,1991,8,EMP,P10A,South-Central Delta,Middle River,Critical,Summer,1,2.13,0.3283796034387377
1991-08-15T07:00:00Z,1991,8,EMP,P10A,South-Central Delta,Middle River,Critical,Summer,1,2.19,0.34044411484011833
1991-08-02T07:00:00Z,1991,8,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Summer,1,55.11,1.7412304110254708
1991-08-16T07:00:00Z,1991,8,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Summer,1,41.73,1.6204483847117088
1991-08-05T07:00:00Z,1991,8,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Summer,1,4.29,0.6324572921847242
1991-08-20T07:00:00Z,1991,8,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Summer,1,3.21,0.5065050324048721
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,2,Confluence,Confluence,Critical,Summer,1,2.2,0.3424226808222063
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,3,Confluence,Confluence,Critical,Summer,1,1.7,0.2304489213782739
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,4,Suisun Bay,Honker Bay,Critical,Summer,1,1.8,0.25527250510330607
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,5,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,1.6,0.2041199826559248
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,6,Suisun Bay,Mid Suisun Bay,Critical,Summer,1,1.9,0.2787536009528289
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,649,Confluence,Lower Sacramento River,Critical,Summer,1,2.7,0.43136376415898736
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,653,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,2.4,0.38021124171160603
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,657,Confluence,Sacramento River near Rio Vista,Critical,Summer,1,2.2,0.3424226808222063
1991-08-01T07:00:00Z,1991,8,USGS-SFBRMP,7,Suisun Bay,West Suisun Bay,Critical,Summer,1,2.1,0.3222192947339193
1991-09-03T07:00:00Z,1991,9,EMP,C3,North Delta,Middle Sacramento River,Critical,Fall,1,0.66,-0.1804560644581313
1991-09-12T07:00:00Z,1991,9,EMP,C3,North Delta,Middle Sacramento River,Critical,Fall,1,0.54,-0.26760624017703144
1991-09-03T07:00:00Z,1991,9,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Fall,1,219.06,2.3405630833333713
1991-09-12T07:00:00Z,1991,9,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Fall,1,281.77,2.449894751981211
1991-09-04T07:00:00Z,1991,9,EMP,C9,South-Central Delta,Victoria Canal,Critical,Fall,1,13.38,1.1264561134318043
1991-09-13T07:00:00Z,1991,9,EMP,C9,South-Central Delta,Victoria Canal,Critical,Fall,1,3.97,0.5987905067631151
1991-09-05T07:00:00Z,1991,9,EMP,D10,Confluence,Confluence,Critical,Fall,1,1.85,0.26717172840301384
1991-09-19T07:00:00Z,1991,9,EMP,D10,Confluence,Confluence,Critical,Fall,1,1.22,0.08635983067474821
1991-09-05T07:00:00Z,1991,9,EMP,D11,Confluence,Lower Sacramento River,Critical,Fall,1,1.61,0.20682587603184974
1991-09-19T07:00:00Z,1991,9,EMP,D11,Confluence,Lower Sacramento River,Critical,Fall,1,1.74,0.24054924828259971
1991-09-05T07:00:00Z,1991,9,EMP,D12,Confluence,Lower San Joaquin River,Critical,Fall,1,2.39,0.3783979009481377
1991-09-19T07:00:00Z,1991,9,EMP,D12,Confluence,Lower San Joaquin River,Critical,Fall,1,1.65,0.21748394421390627
1991-09-05T07:00:00Z,1991,9,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Fall,1,8.24,0.9159272116971158
1991-09-19T07:00:00Z,1991,9,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Fall,1,2.11,0.3242824552976926
1991-09-05T07:00:00Z,1991,9,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,6.62,0.8208579894396999
1991-09-19T07:00:00Z,1991,9,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,1.9,0.2787536009528289
1991-09-04T07:00:00Z,1991,9,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,10.27,1.011570443597278
1991-09-17T07:00:00Z,1991,9,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,2.16,0.3344537511509309
1991-09-04T07:00:00Z,1991,9,EMP,D19,South-Central Delta,Franks Tract,Critical,Fall,1,13.03,1.1149444157125847
1991-09-17T07:00:00Z,1991,9,EMP,D19,South-Central Delta,Franks Tract,Critical,Fall,1,4.17,0.6201360549737575
1991-09-04T07:00:00Z,1991,9,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,3.43,0.5352941200427705
1991-09-17T07:00:00Z,1991,9,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,2.21,0.3443922736851107
1991-09-04T07:00:00Z,1991,9,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,4.26,0.6294095991027189
1991-09-17T07:00:00Z,1991,9,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,2.13,0.3283796034387377
1991-09-04T07:00:00Z,1991,9,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Fall,1,14.39,1.1580607939366052
1991-09-17T07:00:00Z,1991,9,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Fall,1,2.83,0.45178643552429026
1991-09-03T07:00:00Z,1991,9,EMP,D28A,South-Central Delta,Old River,Critical,Fall,1,26.37,1.4211101297934343
1991-09-16T07:00:00Z,1991,9,EMP,D28A,South-Central Delta,Old River,Critical,Fall,1,2.62,0.41830129131974547
1991-09-04T07:00:00Z,1991,9,EMP,D4,Confluence,Lower Sacramento River,Critical,Fall,1,1.42,0.15228834438305647
1991-09-17T07:00:00Z,1991,9,EMP,D4,Confluence,Lower Sacramento River,Critical,Fall,1,1.03,0.012837224705172217
1991-09-05T07:00:00Z,1991,9,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Fall,1,2.32,0.3654879848908996
1991-09-19T07:00:00Z,1991,9,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Fall,1,0.99,-0.004364805402450088
1991-09-04T07:00:00Z,1991,9,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Fall,1,5.02,0.7007037171450193
1991-09-17T07:00:00Z,1991,9,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Fall,1,1.28,0.10720996964786837
1991-09-05T07:00:00Z,1991,9,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,1.78,0.250420002308894
1991-09-19T07:00:00Z,1991,9,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,0.83,-0.08092190762392612
1991-09-04T07:00:00Z,1991,9,EMP,D9,Suisun Bay,Honker Bay,Critical,Fall,1,1.51,0.17897694729316943
1991-09-17T07:00:00Z,1991,9,EMP,D9,Suisun Bay,Honker Bay,Critical,Fall,1,0.77,-0.11350927482751812
1991-09-03T07:00:00Z,1991,9,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Fall,1,6.53,0.814913181275074
1991-09-12T07:00:00Z,1991,9,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Fall,1,18.85,1.2753113545418118
1991-09-03T07:00:00Z,1991,9,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Fall,1,2.52,0.4014005407815441
1991-09-16T07:00:00Z,1991,9,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Fall,1,1.74,0.24054924828259971
1991-09-03T07:00:00Z,1991,9,EMP,P10A,South-Central Delta,Middle River,Critical,Fall,1,14.22,1.1528995963937476
1991-09-12T07:00:00Z,1991,9,EMP,P10A,South-Central Delta,Middle River,Critical,Fall,1,2.39,0.3783979009481377
1991-09-03T07:00:00Z,1991,9,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Fall,1,2.02,0.3053513694466238
1991-09-16T07:00:00Z,1991,9,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Fall,1,2.72,0.43456890403419873
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,2,Confluence,Confluence,Critical,Fall,1,1.1,0.04139268515822508
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,3,Confluence,Confluence,Critical,Fall,1,1,0
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,4,Suisun Bay,Honker Bay,Critical,Fall,1,1.2,0.07918124604762482
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,5,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,1.4,0.146128035678238
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,6,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,1.7,0.2304489213782739
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,649,Confluence,Lower Sacramento River,Critical,Fall,1,1.4,0.146128035678238
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,653,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,2.2,0.3424226808222063
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,657,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,1.7,0.2304489213782739
1991-09-30T07:00:00Z,1991,9,USGS-SFBRMP,7,Suisun Bay,West Suisun Bay,Critical,Fall,1,2.3,0.36172783601759284
1991-10-02T07:00:00Z,1991,10,EMP,C3,North Delta,Middle Sacramento River,Critical,Fall,1,0.65,-0.18708664335714442
1991-10-16T07:00:00Z,1991,10,EMP,C3,North Delta,Middle Sacramento River,Critical,Fall,1,0.71,-0.14874165128092473
1991-10-02T07:00:00Z,1991,10,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Fall,1,233.97,2.369160175060954
1991-10-16T07:00:00Z,1991,10,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Fall,1,102.69,2.0115281538575394
1991-10-01T07:00:00Z,1991,10,EMP,C9,South-Central Delta,Victoria Canal,Critical,Fall,1,3.74,0.5728716022004802
1991-10-15T07:00:00Z,1991,10,EMP,C9,South-Central Delta,Victoria Canal,Critical,Fall,1,2.73,0.436162647040756
1991-10-03T07:00:00Z,1991,10,EMP,D10,Confluence,Confluence,Critical,Fall,1,2.84,0.45331834004703764
1991-10-17T07:00:00Z,1991,10,EMP,D10,Confluence,Confluence,Critical,Fall,1,0.85,-0.07058107428570728
1991-10-03T07:00:00Z,1991,10,EMP,D11,Confluence,Lower Sacramento River,Critical,Fall,1,1.47,0.1673173347481761
1991-10-17T07:00:00Z,1991,10,EMP,D11,Confluence,Lower Sacramento River,Critical,Fall,1,1.08,0.03342375548694973
1991-10-03T07:00:00Z,1991,10,EMP,D12,Confluence,Lower San Joaquin River,Critical,Fall,1,1.47,0.1673173347481761
1991-10-17T07:00:00Z,1991,10,EMP,D12,Confluence,Lower San Joaquin River,Critical,Fall,1,1.62,0.20951501454263097
1991-10-03T07:00:00Z,1991,10,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Fall,1,2.18,0.33845649360460484
1991-10-17T07:00:00Z,1991,10,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Fall,1,2.15,0.33243845991560533
1991-10-03T07:00:00Z,1991,10,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,2.49,0.3961993470957364
1991-10-17T07:00:00Z,1991,10,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,1.74,0.24054924828259971
1991-10-02T07:00:00Z,1991,10,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,1.7,0.2304489213782739
1991-10-16T07:00:00Z,1991,10,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,2.24,0.35024801833416286
1991-10-02T07:00:00Z,1991,10,EMP,D19,South-Central Delta,Franks Tract,Critical,Fall,1,1.87,0.27184160653649897
1991-10-16T07:00:00Z,1991,10,EMP,D19,South-Central Delta,Franks Tract,Critical,Fall,1,1.76,0.24551266781414982
1991-10-02T07:00:00Z,1991,10,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,1.51,0.17897694729316943
1991-10-16T07:00:00Z,1991,10,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,1.78,0.250420002308894
1991-10-02T07:00:00Z,1991,10,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,1.88,0.2741578492636798
1991-10-16T07:00:00Z,1991,10,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,1.95,0.290034611362518
1991-10-02T07:00:00Z,1991,10,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Fall,1,1.85,0.26717172840301384
1991-10-16T07:00:00Z,1991,10,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Fall,1,1.96,0.292256071356476
1991-10-01T07:00:00Z,1991,10,EMP,D28A,South-Central Delta,Old River,Critical,Fall,1,2.28,0.35793484700045375
1991-10-15T07:00:00Z,1991,10,EMP,D28A,South-Central Delta,Old River,Critical,Fall,1,3.13,0.49554433754644844
1991-10-02T07:00:00Z,1991,10,EMP,D4,Confluence,Lower Sacramento River,Critical,Fall,1,0.77,-0.11350927482751812
1991-10-16T07:00:00Z,1991,10,EMP,D4,Confluence,Lower Sacramento River,Critical,Fall,1,1.4,0.146128035678238
1991-10-03T07:00:00Z,1991,10,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Fall,1,1.31,0.11727129565576427
1991-10-17T07:00:00Z,1991,10,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Fall,1,2.04,0.3096301674258988
1991-10-02T07:00:00Z,1991,10,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Fall,1,1.65,0.21748394421390627
1991-10-16T07:00:00Z,1991,10,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Fall,1,1.37,0.1367205671564068
1991-10-03T07:00:00Z,1991,10,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,1.33,0.12385164096708581
1991-10-17T07:00:00Z,1991,10,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,1.45,0.16136800223497488
1991-10-02T07:00:00Z,1991,10,EMP,D9,Suisun Bay,Honker Bay,Critical,Fall,1,1.47,0.1673173347481761
1991-10-16T07:00:00Z,1991,10,EMP,D9,Suisun Bay,Honker Bay,Critical,Fall,1,1.03,0.012837224705172217
1991-10-02T07:00:00Z,1991,10,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Fall,1,5.39,0.7315887651867387
1991-10-16T07:00:00Z,1991,10,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Fall,1,4.28,0.631443769013172
1991-10-01T07:00:00Z,1991,10,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Fall,1,1.24,0.09342168516223506
1991-10-15T07:00:00Z,1991,10,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Fall,1,2.33,0.367355921026019
1991-10-02T07:00:00Z,1991,10,EMP,P10A,South-Central Delta,Middle River,Critical,Fall,1,3.09,0.4899584794248346
1991-10-16T07:00:00Z,1991,10,EMP,P10A,South-Central Delta,Middle River,Critical,Fall,1,2.49,0.3961993470957364
1991-10-01T07:00:00Z,1991,10,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Fall,1,4.43,0.6464037262230695
1991-10-15T07:00:00Z,1991,10,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Fall,1,8.66,0.9375178920173467
1991-11-14T08:00:00Z,1991,11,EMP,C3,North Delta,Middle Sacramento River,Critical,Fall,1,0.83,-0.08092190762392612
1991-11-14T08:00:00Z,1991,11,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Fall,1,19.81,1.2968844755385471
1991-11-13T08:00:00Z,1991,11,EMP,C9,South-Central Delta,Victoria Canal,Critical,Fall,1,2.01,0.30319605742048883
1991-11-20T08:00:00Z,1991,11,EMP,D10,Confluence,Confluence,Critical,Fall,1,0.91,-0.040958607678906384
1991-11-20T08:00:00Z,1991,11,EMP,D11,Confluence,Lower Sacramento River,Critical,Fall,1,0.6,-0.2218487496163564
1991-11-20T08:00:00Z,1991,11,EMP,D12,Confluence,Lower San Joaquin River,Critical,Fall,1,1.33,0.12385164096708581
1991-11-20T08:00:00Z,1991,11,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Fall,1,1.64,0.21484384804769785
1991-11-20T08:00:00Z,1991,11,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,0.82,-0.08618614761628333
1991-11-14T08:00:00Z,1991,11,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Fall,1,1.16,0.06445798922691845
1991-11-14T08:00:00Z,1991,11,EMP,D19,South-Central Delta,Franks Tract,Critical,Fall,1,1.02,0.00860017176191757
1991-11-14T08:00:00Z,1991,11,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,0.65,-0.18708664335714442
1991-11-14T08:00:00Z,1991,11,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,1.51,0.17897694729316943
1991-11-14T08:00:00Z,1991,11,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Fall,1,1.16,0.06445798922691845
1991-11-13T08:00:00Z,1991,11,EMP,D28A,South-Central Delta,Old River,Critical,Fall,1,0.77,-0.11350927482751812
1991-11-14T08:00:00Z,1991,11,EMP,D4,Confluence,Lower Sacramento River,Critical,Fall,1,0.62,-0.20760831050174613
1991-11-20T08:00:00Z,1991,11,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Fall,1,1.59,0.2013971243204515
1991-11-14T08:00:00Z,1991,11,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Fall,1,0.49,-0.3098039199714864
1991-11-20T08:00:00Z,1991,11,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,0.79,-0.10237290870955855
1991-11-14T08:00:00Z,1991,11,EMP,D9,Suisun Bay,Honker Bay,Critical,Fall,1,0.51,-0.2924298239020636
1991-11-14T08:00:00Z,1991,11,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Fall,1,3.04,0.48287358360875376
1991-11-13T08:00:00Z,1991,11,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Fall,1,0.77,-0.11350927482751812
1991-11-14T08:00:00Z,1991,11,EMP,P10A,South-Central Delta,Middle River,Critical,Fall,1,2.07,0.3159703454569177
1991-11-13T08:00:00Z,1991,11,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Fall,1,10.54,1.0228406108765278
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,2,Confluence,Confluence,Critical,Fall,1,0.9,-0.045757490560675115
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,3,Confluence,Confluence,Critical,Fall,1,1.7,0.2304489213782739
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,4,Suisun Bay,Honker Bay,Critical,Fall,1,1,0
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,5,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,1.3,0.11394335230683679
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,6,Suisun Bay,Mid Suisun Bay,Critical,Fall,1,1.3,0.11394335230683679
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,649,Confluence,Lower Sacramento River,Critical,Fall,1,1.9,0.2787536009528289
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,653,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,2.1,0.3222192947339193
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,657,Confluence,Sacramento River near Rio Vista,Critical,Fall,1,1.4,0.146128035678238
1991-11-20T08:00:00Z,1991,11,USGS-SFBRMP,7,Suisun Bay,West Suisun Bay,Critical,Fall,1,0.9,-0.045757490560675115
1990-12-06T08:00:00Z,1991,12,EMP,C3,North Delta,Middle Sacramento River,Critical,Winter,1,1.84,0.2648178230095365
1990-12-06T08:00:00Z,1991,12,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Winter,1,2.16,0.3344537511509309
1990-12-07T08:00:00Z,1991,12,EMP,C9,South-Central Delta,Victoria Canal,Critical,Winter,1,1.68,0.22530928172586284
1990-12-12T08:00:00Z,1991,12,EMP,D10,Confluence,Confluence,Critical,Winter,1,1.64,0.21484384804769785
1990-12-12T08:00:00Z,1991,12,EMP,D11,Confluence,Lower Sacramento River,Critical,Winter,1,1.39,0.14301480025409505
1990-12-12T08:00:00Z,1991,12,EMP,D12,Confluence,Lower San Joaquin River,Critical,Winter,1,0.69,-0.16115090926274472
1990-12-12T08:00:00Z,1991,12,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Winter,1,1.47,0.1673173347481761
1990-12-12T08:00:00Z,1991,12,EMP,D15,Confluence,San Joaquin River at Twitchell Island,Critical,Winter,1,2.02,0.3053513694466238
1990-12-11T08:00:00Z,1991,12,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Winter,1,0.9,-0.045757490560675115
1990-12-11T08:00:00Z,1991,12,EMP,D19,South-Central Delta,Franks Tract,Critical,Winter,1,1.28,0.10720996964786837
1990-12-11T08:00:00Z,1991,12,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Winter,1,1.05,0.021189299069938092
1990-12-11T08:00:00Z,1991,12,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Winter,1,1.2,0.07918124604762482
1990-12-11T08:00:00Z,1991,12,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Winter,1,1.3,0.11394335230683679
1990-12-10T08:00:00Z,1991,12,EMP,D28A,South-Central Delta,Old River,Critical,Winter,1,1,0
1990-12-11T08:00:00Z,1991,12,EMP,D4,Confluence,Lower Sacramento River,Critical,Winter,1,0.73,-0.1366771398795441
1990-12-12T08:00:00Z,1991,12,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Winter,1,1.03,0.012837224705172217
1990-12-11T08:00:00Z,1991,12,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Winter,1,0.77,-0.11350927482751812
1990-12-12T08:00:00Z,1991,12,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Winter,1,1.02,0.00860017176191757
1990-12-06T08:00:00Z,1991,12,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Winter,1,3.84,0.5843312243675308
1990-12-10T08:00:00Z,1991,12,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Winter,1,0.65,-0.18708664335714442
1990-12-06T08:00:00Z,1991,12,EMP,P10A,South-Central Delta,Middle River,Critical,Winter,1,1.78,0.250420002308894
1990-12-07T08:00:00Z,1991,12,EMP,P12,South-Central Delta,Grant Line Canal and Old River,Critical,Winter,1,20.35,1.3085644135612389
1990-12-10T08:00:00Z,1991,12,EMP,P8,South-Central Delta,San Joaquin River near Stockton,Critical,Winter,1,1.95,0.290034611362518
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,2,Confluence,Confluence,Critical,Winter,1,1.1,0.04139268515822508
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,3,Confluence,Confluence,Critical,Winter,1,1,0
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,4,Suisun Bay,Honker Bay,Critical,Winter,1,0.8,-0.09691001300805639
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,5,Suisun Bay,Mid Suisun Bay,Critical,Winter,1,0.9,-0.045757490560675115
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,6,Suisun Bay,Mid Suisun Bay,Critical,Winter,1,1,0
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,649,Confluence,Lower Sacramento River,Critical,Winter,1,1.3,0.11394335230683679
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,653,Confluence,Sacramento River near Rio Vista,Critical,Winter,1,1.2,0.07918124604762482
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,657,Confluence,Sacramento River near Rio Vista,Critical,Winter,1,0.9,-0.045757490560675115
1990-12-06T08:00:00Z,1991,12,USGS-SFBRMP,7,Suisun Bay,West Suisun Bay,Critical,Winter,1,1,0
1992-01-13T08:00:00Z,1992,1,EMP,C3,North Delta,Middle Sacramento River,Critical,Winter,1,1.56,0.1931245983544616
1992-01-13T08:00:00Z,1992,1,EMP,C7,South-Central Delta,Upper San Joaquin River,Critical,Winter,1,5.09,0.7067177823367587
1992-01-14T08:00:00Z,1992,1,EMP,C9,South-Central Delta,Victoria Canal,Critical,Winter,1,0.97,-0.01322826573375516
1992-01-16T08:00:00Z,1992,1,EMP,D10,Confluence,Confluence,Critical,Winter,1,0.97,-0.01322826573375516
1992-01-16T08:00:00Z,1992,1,EMP,D11,Confluence,Lower Sacramento River,Critical,Winter,1,0.32,-0.494850021680094
1992-01-16T08:00:00Z,1992,1,EMP,D12,Confluence,Lower San Joaquin River,Critical,Winter,1,0.86,-0.06550154875643228
1992-01-16T08:00:00Z,1992,1,EMP,D14A,Confluence,Lower San Joaquin River,Critical,Winter,1,1.07,0.029383777685209667
1992-01-15T08:00:00Z,1992,1,EMP,D16,Confluence,San Joaquin River at Twitchell Island,Critical,Winter,1,0.54,-0.26760624017703144
1992-01-15T08:00:00Z,1992,1,EMP,D19,South-Central Delta,Franks Tract,Critical,Winter,1,0.77,-0.11350927482751812
1992-01-15T08:00:00Z,1992,1,EMP,D22,Confluence,Sacramento River near Rio Vista,Critical,Winter,1,0.88,-0.05551732784983137
1992-01-15T08:00:00Z,1992,1,EMP,D24,Confluence,Sacramento River near Rio Vista,Critical,Winter,1,0.26,-0.585026652029182
1992-01-15T08:00:00Z,1992,1,EMP,D26,Confluence,San Joaquin River at Prisoners Pt,Critical,Winter,1,0.39,-0.4089353929735008
1992-01-14T08:00:00Z,1992,1,EMP,D28A,South-Central Delta,Old River,Critical,Winter,1,0.94,-0.026872146400301365
1992-01-15T08:00:00Z,1992,1,EMP,D4,Confluence,Lower Sacramento River,Critical,Winter,1,1.59,0.2013971243204515
1992-01-16T08:00:00Z,1992,1,EMP,D6,Suisun Bay,West Suisun Bay,Critical,Winter,1,0.94,-0.026872146400301365
1992-01-15T08:00:00Z,1992,1,EMP,D7,Suisun Bay,Grizzly Bay,Critical,Winter,1,0.88,-0.05551732784983137
1992-01-16T08:00:00Z,1992,1,EMP,D8,Suisun Bay,Mid Suisun Bay,Critical,Winter,1,1.02,0.00860017176191757
1992-01-15T08:00:00Z,1992,1,EMP,D9,Suisun Bay,Honker Bay,Critical,Winter,1,0.49,-0.3098039199714864
1992-01-13T08:00:00Z,1992,1,EMP,MD10,South-Central Delta,Disappointment Slough,Critical,Winter,1,2.41,0.3820170425748684
1992-01-14T08:00:00Z,1992,1,EMP,MD7A,South-Central Delta,Lower Mokelumne River,Critical,Winter,1,0.32,-0.494850021680094
1992-01-13T08:00:00Z,1992,1,EMP,P10A,South-Central Delta,Middle River,Critical,Winter,1,1.22,0.08635983067474821
