"","AlgaeBloomReportID","UpdatedOn","CreatedOn","RegionalBoardID","CountyID","Latitude","Longitude","ObservationDate","HasPostedSigns","HasContactWithWater","WaterBodyType","WaterBodyName","WaterBodyManager","RecLandManager","IsIncidentResoloved","IncidentInformation","TypeofSign","OfficialWaterBodyName","BloomLastVerifiedOn","BloomDeterminedBy","ApprovedforPost","UpdatedOn_Date","TypeofSign_new","days_ago_label"
"653",2308,2020-07-24 16:59:49,2020-07-15 17:47:49,5,34,38.575801,-121.4632,2020-07-14,"No","Yes",NA,"McKinley Park Pond",NA,"City of Sacramento Parks and Rec Dept.","No","UPDATE: Lab results for the collected water samples confirmed presence of co-occurring Euglena (red algae) and cyanobacteria (blue-green algae) bloom in the northern end of the pond. Testing detected low concentrations (0.07-0.80 ug/L) of saxitoxin (neurotoxin). Testing for toxins potentially produced by Euglena was not available at state contracted lab for rapid results. Water Boards recommends posting modified Caution advisory sign to inform the public to not use untreated pond water for dogs and prevent children from playing in the water. 
Contact Water Boards FHAB Program for questions by phone (1-844-729-6566) or email (cyanoHAB.reports@waterboards.ca.gov)
 
UPDATE: On 7/20/20 Water Board staff conducted a field visit and collected samples for testing. Observations confirmed patchy reddish algae bloom at northern end of pond and lower density green algae bloom. This record will be updated once samples results are available.

7/15/2020: Report submitted providing details about potential algae bloom at the pond in McKinley Park. The pond provides fish and wildlife habitat, and commonly accessed by dogs. Water Boards staff have contacted Park management to coordinate response. Recommend to keep dogs out of the water until further notice.","caution","McKinley Park Pond",2020-07-20,"Both",TRUE,2020-07-24,"Last verified >90 days ago","Older than 90 days"
"654",2309,2020-08-28 08:54:15,2020-07-15 17:54:36,8,36,34.23884,-116.94974,2020-07-09,"No","Yes",NA,"Big Bear Lake - Boulder Bay","Big Bear Lake Municipal Water District","National Forestry Service","No","8/28/2020-On August 19, 2020 Samples were taken by Waterboard Staff  at Boulder Bay, Pine Oak NB, Carol Morrison and Stanfield cutoff. Visual indicators of cyanobacteria are present at all locations. Microcystin was detected at this location. Due to the concentrations of toxins and the visual observations made during the sampling event, staff recommends Caution signs be maintained.

07/09/2020-On July 9, 2020 Samples were taken by Waterboard Staff  at Mallard Lagoon, Boulder Bay, North Shore Landing, and two samples at Stanfield cutoff. Visual indicators of cyanobacteria are present at all locations. Microcystin was detected at this location. Due to the concentrations of toxins and the visual observations made during the sampling event, staff recommends Caution signs be posted.","caution","Big Bear Lake-Boulder Bay",2020-08-19,"Both",TRUE,2020-08-28,"Last verified >90 days ago","Older than 90 days"
"655",2310,2020-08-14 15:28:50,2020-07-15 18:05:06,8,36,34.25218,-116.95917,2020-07-09,"No","Yes",NA,"Big Bear Lake - North Shore Landing","Big Bear Lake Municipal Water District","National Forestry Service","No","7/9/2020: On July 9, 2020 Samples were taken by Waterboard Staff  at Mallard Lagoon, Boulder Bay, North Shore Landing, and two samples at Stanfield cutoff. Visual indicators of cyanobacteria are present at all locations. Microcystin was detected at this location. Due to the concentrations of toxins and the visual observations made during the sampling event, staff recommends Caution signs be posted.","caution","Big Bear Lake, near North Shore Landing",NA,"Both",TRUE,2020-08-14,"See incident details",NA
"656",2311,2020-10-21 11:02:06,2020-07-16 11:57:08,8,36,34.25915,-116.88439,2020-07-09,"No","Yes",NA,"Big Bear Lake, near Stanfield Cutoff","Big Bear Municipal Water District","National Forestry Service","No","10/20/2020: On October 13, 2020, samples were taken by Waterboard Staff at Mallard Lagoon, Kidd Cove (Garstin Island), Duane Buyer Boat Launch, North Shore Drive, and Stanfield cutoff. Visual indicators of cyanobacteria are present at all locations. Microcystins were detected at Stanfield Cutoff. Due to the concentrations of toxins the Santa Ana Water Board recommends Danger signs be maintained at Stanfield Cutoff.

8/28/2020-On August 19, 2020 Samples were taken by Waterboard Staff  at Boulder Bay, Pine Oak NB, Carol Morrison and Stanfield cutoff. Visual indicators of cyanobacteria are present at all locations. Elevated microcystin toxins as well as Anatoxin were detected. The concentrations of toxins and the visual observations (scum accumulation near shore) made during the sampling event indicate that Danger signs be maintained.

08/14/20: On August 8, 2020 Samples were taken by Waterboard Staff at Kidd Cove (Garstin Island) and Stanfield Cutoff (2 samples per location). Visual indicators of cyanobacteria are present at all locations. Elevated microcystin toxins as well as Anatoxin were detected. The concentrations of toxins and the visual observations (scum accumulation near shore) made during the sampling event indicate that Danger signs be posted near northern and southern areas of Stanfield Cutoff and at Kidd Cove.

07/16/2020: On July 9, 2020 Samples were taken by Waterboard Staff at Mallard Lagoon, Boulder Bay, North Shore Landing, and two samples at Stanfield cutoff. Visual indicators of cyanobacteria are present at all locations. Elevated microcystin toxins were detected at Stanfield Cutoff. The concentrations of toxins and the visual observations (scum accumulation near shore) made during the sampling event indicate that Warning signs be posted near northern and southern areas of Stanfield Cutoff.","danger","Big Bear Lake, near Stanfield Cutoff",2020-10-13,"Both",TRUE,2020-10-21,"Last verified >90 days ago","Older than 90 days"
"657",2313,2020-09-03 13:51:17,2020-07-16 14:24:07,5,32,40.40408,-121.35755,2020-07-11,"Yes","Yes","Lake","Willow Lake,  just south of Lassen National Park","US Forest Service","US Forest Service","No","Update: Lab results detected no cyanotoxins in water samples. Caution advisory recommended due to visible bloom conditions.

8/24/20: USFS staff revisited the lake to collect water samples. Low density bloom observed. Lab testing results are pending. Caution advisory continues. 

7/16/2020: The US Forest Service received notice that water clarity had decreased at Willow Lake. Staff visited the lake on 7/11 and 7/13. Microscopic analysis of water samples did not find any cyanobacteria. The lake is experiencing a bloom of non-toxic algae. Due to previous toxic algal bloom in 2019, Caution signs were posted around the lake. The Forest Service will continue to monitor Willow Lake and the advisory will be updated as conditions change.","caution","Willow Lake (Lassen Co.)",2020-08-24,"Both",TRUE,2020-09-03,"Last verified >90 days ago","Older than 90 days"
"658",2321,2020-10-19 11:31:43,2020-07-19 11:05:44,1,47,41.983447,-122.33072,2020-07-13,"No","No","Reservoir","Copco Reservoir, at Copco Cove","Pacificorp",NA,"No","Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.
Results:
9/16/2020  510 ug/L
9/27/2020 4.0 ug/L.","danger","Copco Reservoir, at Copco Cove (CRCC)",2020-10-19,"Both",TRUE,2020-10-19,"Last verified >90 days ago","Older than 90 days"
"659",2322,2020-10-19 11:32:54,2020-07-19 11:10:43,1,47,41.973486,-122.29949,2020-07-13,"No","No","Reservoir","Copco Reservoir, at Mallard Cove","Pacificorp",NA,"No","Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.","danger","Copco Reservoir, at Mallard Cove (CRMC)",2020-10-19,"Both",TRUE,2020-10-19,"Last verified >90 days ago","Older than 90 days"
"660",2323,2020-10-19 11:33:53,2020-07-19 11:14:24,1,47,41.972514,-122.43646,2020-07-13,"No","No","Reservoir","Iron Gate Reservoir, at Camp Creek","Pacificorp",NA,"No","Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.","danger","Iron Gate Reservoir, at Camp Creek (IRCC)",2020-10-19,"Both",TRUE,2020-10-19,"Last verified >90 days ago","Older than 90 days"
"661",2324,2020-09-21 11:43:00,2020-07-19 11:17:01,1,47,41.962236,-122.44046,2020-07-13,"No","No","Reservoir","Iron Gate Reservoir, at Jay Williams","Pacificorp",NA,"No","Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.
09/21/2020 results: 11 ug/L microcystin","danger","Iron Gate Reservoir, at Jay Williams (IRJW)",2020-09-21,"Both",TRUE,2020-09-21,"Last verified >90 days ago","Older than 90 days"
"662",2325,2020-09-21 11:36:26,2020-07-19 11:21:32,1,47,41.9309941,-122.44206,2020-07-13,"No","No","Reservoir","Klamath River, below Iron Gate","Pacificorp",NA,"No","Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin, cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.","caution","Klamath River, below Iron Gate (KRBI)",2020-09-21,"Both",TRUE,2020-09-21,"Last verified >90 days ago","Older than 90 days"
"663",2327,2020-08-25 10:40:23,2020-07-22 13:38:03,5,39,37.95333,-121.29916,2020-07-14,"No","No",NA,"McLeod Lake at Stockton Downtown Marina (544SJC531)",NA,"San Joaquin County Environmental Health","No","UPDATE: Water samples were collected on 8/19/20. Lab results detected very eleveted microcystin concentrations in the scum (1,239.4 ug/L) and surface water sample (61.14 ug/L). No saxitoxin was detected. Waterbody managers and stakeholders will be notified today (8/25) of the lab results. 

On 7/20/20, State Water Boards FHAB Program received lab results of the July 14th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/21 of the lab analysis results of 5.64 ug/L microcystin in the water sample and 256.4 ug/L microcystin in the scum sample.  San Joaquin County Environmental Health will be posting Danger Advisory signs at this location.","danger","Stockton Downtown Marina",2020-08-19,"Analytical",TRUE,2020-08-25,"Last verified >90 days ago","Older than 90 days"
"664",2328,2020-08-25 11:07:41,2020-07-22 13:51:25,5,39,37.9518,-121.30402,2020-07-14,"No","No",NA,"Mormon Slough at Weber Avenue (544SJC532)",NA,"San Joaquin County Environmental Health","No","UPDATE: Water samples were collected on 8/19/20. Lab results detected very eleveted microcystin concentrations in the scum (4,407.3 ug/L) and surface water sample (138.6 ug/L). No saxitoxin was detected. Waterbody managers and stakeholders will be notified today (8/25) of the lab results.

On 7/20/20, State Water Boards FHAB Program received lab results of the July 14th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/21 of the lab analysis results of 11.12 ug/L microcystin in the water sample and 80.1 ug/L microcystin in the scum sample.  San Joaquin County Environmental Health will be posting Danger Advisory signs at this location.","danger","Mormon Slough at Weber Avenue",2020-08-19,"both",TRUE,2020-08-25,"Last verified >90 days ago","Older than 90 days"
"665",2329,2020-08-31 13:34:51,2020-07-22 14:08:34,1,49,38.454808,-122.66698,2020-07-22,"Yes","Yes","Reservoir","Lake Ralphine, Howarth Park","Sonoma County",NA,"No","Update: County staff collected water and mat samples for lab analysis on 7/28. Visible observation of bloom was confirmed, due to the presence of algal mats caution advisory is recommended and was upgraded to warning by Water Board staff. Lab analysis detected low concentration of cylindrospermopsin. 

7/22/2020: Observation of unknown and limited algae dark green with a blue tint in the sunlight at boat launch area and dock on the Southwest side of lake.","warning","Lake Ralphine, Howarth Park",2020-07-28,"Both",TRUE,2020-08-31,"Last verified >90 days ago","Older than 90 days"
"666",2330,2020-09-04 09:07:23,2020-07-22 14:18:58,5,39,37.95305,-121.30648,2020-07-14,"No","Yes",NA,"Port of Stockton near I-5 Boat Launch (Morelli Park) (544STOC01)",NA,"San Joaquin County Environmental Health","No","UPDATE: Water samples were collected on 8/19/20. Lab results detected very eleveted microcystin concentrations in the scum (117.8 ug/L) and surface water sample (77.94 ug/L). No saxitoxin was detected. Waterbody managers and stakeholders will be notified today (8/25) of the lab results.

On 7/20/20, State Water Boards FHAB Program received lab results of the July 14th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/21 of the lab analysis results of 1.79 ug/L microcystin in the water sample and 990.6 ug/L microcystin in the scum sample.  San Joaquin County Environmental Health will be posting Danger Advisory signs at this location.","danger","Morelli Park Boat Launch",2020-08-19,"both",TRUE,2020-09-04,"Last verified >90 days ago","Older than 90 days"
"667",2331,2020-08-25 10:45:35,2020-07-22 14:41:14,5,39,37.95538,-121.34627,2020-07-14,"No","No",NA,"San Joaquin River at Louis Park (544LSAC12)",NA,"San Joaquin County Environmental Health","No","UPDATE: Water samples were collected on 8/19/20. Lab results detected eleveted microcystin concentrations in the scum (205.0 ug/L) and surface water sample (12.35 ug/L). Waterbody managers and stakeholders will be notified today (8/25) of the lab results.

On 7/20/20, State Water Boards FHAB Program received lab results of the July 14th water samples collected by Central Valley Regional Water Board staff. Waterbody managers and stakeholders were notified on 7/21 of the lab analysis results of 4.69 ug/L microcystin in the water sample. San Joaquin County Environmental Health will be posting Caution Advisory signs at this location.","danger","San Joaquin River at Louis Park",2020-08-19,"Analytical",TRUE,2020-08-25,"Last verified >90 days ago","Older than 90 days"
"668",2332,2020-07-23 12:41:34,2020-07-22 14:54:03,5,39,37.96106,-121.33441,2020-07-14,"No","No",NA,"Smith Canal at I-5 (544SJC534)",NA,NA,"No","On 7/20/20, State Water Boards FHAB Program received lab results of the July 14th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/21 of the lab analysis results of 2.49 ug/L microcystin in the water sample.  San Joaquin County Environmental Health will be posting Caution Advisory signs at this location.","caution","Smith Canal at I-5",2020-07-14,NA,TRUE,2020-07-23,"Last verified >90 days ago","Older than 90 days"
"669",2333,2020-07-23 12:43:46,2020-07-22 15:03:11,5,39,37.97185,-121.35132,2020-07-14,"No","No",NA,"Calaveras River at Stockton Yacht Club (544SJC535)",NA,NA,"No","On 7/20/20, State Water Boards FHAB Program received lab results of the July 14th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/21 of the lab analysis results of 9.37 ug/L microcystin in the water sample.  San Joaquin County Environmental Health will be posting Warning Advisory signs at this location.","warning","Calaveras River at Stockton Yacht Club",2020-07-14,"Analytical",TRUE,2020-07-23,"Last verified >90 days ago","Older than 90 days"
"670",2334,2020-10-01 16:01:41,2020-07-22 16:09:27,5,39,38.04784,-121.47095,2020-07-16,"No","No",NA,"Disappointment Slough below Empire Tract (544SJC551)",NA,NA,"No","9/30/20: Water samples collected on 9/24/20 detected 0.28 ug/L of microcystins. No other cyanobacteria were detected. Caution advisory recommended. 

9/24/20: Water samples collected on 9/17/20 detected 2.36 ug/L of microcystins. No other cyanobacteria was detected. Signage is not posted but warning advisory is recommended. 

9/3/20: Water sample collected on 8/27/20. Lab analysis detected 0.9 ug/L microcystins. Caution advisory continues. Waterbody managers and stakeholders will be notified today.

Update: Water sample collected on 8/13/20. Lab analysis results of ND for microcystins in the water sample. Low amount of visible microcystis bloom observed. 

On 7/22/20, State Water Boards FHAB Program received lab results of the July 16th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/28 of the lab analysis results of ND for microcystin in the water sample.","caution","Disappointment Slough below Empire Tract",2020-09-24,"Analytical",TRUE,2020-10-01,"Last verified >90 days ago","Older than 90 days"
"671",2335,2020-10-01 13:55:05,2020-07-22 16:19:20,5,39,38.0561,-121.45895,2020-07-16,"No","No",NA,"Honker Cut at King Island Marina (544SJC546)",NA,NA,"No","9/30/20: No cyanobacteria were observed. No advisory recommended.

9/3/20: Water sample collected on 8/27/20. Lab analysis results for microcystins are below caution advisory level.

Update: Water sample collected on 8/13/20. Lab analysis results  for microcystins were below caution advisory level. 

On 7/21/20, State Water Boards FHAB Program received lab results of the July 16th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/28 of the lab analysis results of ND for microcystin in the water sample.","none","Honker Cut at King Island Marina",2020-09-24,"Analytical",TRUE,2020-10-01,"Last verified >90 days ago","Older than 90 days"
"672",2336,2020-08-31 13:28:05,2020-07-23 07:20:31,6,36,34.238273,-117.08102,2020-07-21,"No","No",NA,"Green Valley Lake","Green Valley Municipal Water Mgmt",NA,"No","Update: Water Board staff collected water samples at 3 sites around the lake. Confirmed presence of lakewide cyanobacteria bloom. Lab results detected low microcystins at 2 of 3 sites and high density of potential toxin producing cyanobacteria. Caution advisory is recommended. 

On 7/22/2020 report submitted of suspected HAB in Green Valley Lake. Reporting party describes lake-wide green discoloration and pungent smell. Regional Water Board will coordination field investigation with the water manager.","caution","Green Valley Lake",2020-07-28,"Observation",TRUE,2020-08-31,"Last verified >90 days ago","Older than 90 days"
"673",2337,2020-07-28 16:07:12,2020-07-23 16:54:38,5,34,38.423994,-121.37582,2020-07-14,"Yes","No",NA,"Laguna Creek at Camden Lake",NA,"Cosumnes Community Services District","No","On 7/23/20 report submitted observation of cyanobacteria bloom. The Cosumnes Community Services District has posted Caution advisories at Laguna Creek and downstream Camden Lake to advice fishing recommendations. The lake does not allow swimming, boating, or pets in the water. Recommend the public to prevent dogs from water contact.","caution","Laguna Creek, at Camden Lake",2020-07-14,"Observation",TRUE,2020-07-28,"Last verified >90 days ago","Older than 90 days"
"674",2338,2020-09-24 12:07:54,2020-07-24 11:16:25,1,23,39.194336,-123.75919,2020-07-20,"No","Yes",NA,"Navarro Beach State Psrk","State Parks","State Parks","No","8/28/2020: On 8/13 State Parks collected water and mat samples from the Navarro River lagoon where high non-toxic algal biomass has been observed for many weeks. Microscopic analysis identified potentially toxic cyanobacteria within the algal mats. Microcystin was also detected at 27 ug/L. Danger advisory

On 7/24/2020 report submitted describing potential bloom along Navarro River where it flows to Navarro Beach on the coast. Regional Water Board is coordinating a field investigation with the State Park staff. No photos of the area are available.","danger","Navarro River lagoon",2020-09-24,"both",TRUE,2020-09-24,"Last verified >90 days ago","Older than 90 days"
"675",2339,2020-07-28 16:09:37,2020-07-24 17:28:55,5,7,37.899773,-121.61344,2020-07-24,"No","Yes",NA,"Discovery Bay, at Beacon Bay","City of Discovery Bay, Reclamation District 800",NA,"No","on 7/24/2020 report submitted observing dense cyanobacteria bloom in area of Beacon Bay, other bays and coves nearby are impacted by the cyanobacteria bloom. The report included associate animal illness that is being investigated. Recommend avoiding water contact by dogs and children in impacted area. Sampling by the Water Boards has not been planned.","caution","Discovery Bay, at Beacon Bay",2020-07-24,"Observation",TRUE,2020-07-28,"Last verified >90 days ago","Older than 90 days"
"676",2340,2020-10-21 10:57:48,2020-07-25 12:36:41,8,36,34.242635,-116.97172,2020-07-25,"No","Yes",NA,"Big Bear Lake Garstin Island","Big Bear Lake Water District",NA,"No","10/20/2020: On October 13, 2020, samples were taken by Waterboard Staff at Mallard Lagoon, Kidd Cove (Garstin Island), Duane Buyer Boat Launch, North Shore Drive, and Stanfield cutoff. Visual indicators of cyanobacteria are present at all locations. Microcystins were detected at Kidd Cove (Garstin Island). Due to the concentrations of toxins the Santa Ana Water Board recommends Danger signs be maintained at Kidd Cove (Garstin Island).

08/14/20: On August 8, 2020 Samples were taken by Waterboard Staff at Kidd Cove (Garstin Island) and Stanfield Cutoff (2 samples per location). Visual indicators of cyanobacteria are present at all locations. Elevated microcystin toxins as well as Anatoxin were detected. The concentrations of toxins and the visual observations (scum accumulation near shore) made during the sampling event indicate that Danger signs be posted near northern and southern areas of Stanfield Cutoff and at Kidd Cove.

On 7/25/2020 report submitted observing cyanobacteria bloom and provided photos. The bloom appears as spilled paint and located in the lake by the dam and rocks used to jump into the waterbody from the island. Regional Water Board coordinating response and other areas nearby are also posted with advisories. Recommend avoiding water contact by children and dogs until further notice.","danger","Big Bear Lake, at Garstin Island (Treasure Island)",2020-10-13,"Both",TRUE,2020-10-21,"Last verified >90 days ago","Older than 90 days"
"677",2341,2020-12-09 15:49:16,2020-07-27 07:25:56,5,57,38.530047,-121.76057,2020-07-26,"No","No",NA,"Putah Creek (historic) at UCD Arboretum - Western side",NA,"UCD Arboretum","Yes","Update: Local water steward confirms that bloom has resolved.

Update: Water sample collected near shoreline and results detected low concentration of microcystins and visible bloom continues. Caution advisory recommendation continues.

On 7/27/20 report submitted observing confirmed cyanobacteria bloom concentrated at the western end of lake to the open ponded area. Bloom appears as streaks of spilled paint and scum accumlated along shores. Swimming and boating is not allowed at the lake. Recommend caution advisory and water sample collection, children and dogs should avoid contact with water until further notice.","none","UC Davis Arboretum Lake",2020-10-01,"Observation",TRUE,2020-12-09,"Last verified >90 days ago","Older than 90 days"
"678",2342,2020-08-31 13:31:18,2020-07-28 08:26:30,6,9,38.874332,-119.88834,2020-07-27,"No","No",NA,"Star Lake",NA,"US Forest Service, Lake Tahoe Basin, www.fs.usda.gov/ltbmu/","No","08/05/2020: Results for microscopy and QPCR analyses conducted on two water samples collected on 07/29/2020 Star Lake by RB6 Water Board staff indicated the presence of moderately high to high amounts of cyanobacteria cells (Dolichospermum sp.) No toxin producing cyanobacteria cells were measured with qPCR analysis. 

On 7/28/20 report submitted with observation and photos of bloom occuring lake-wide. Regional Water Board is coordinating response and plans to collect samples this week. Recommend caution advisory until further notice.","caution","Star Lake",2020-07-29,"Both",TRUE,2020-08-31,"Last verified >90 days ago","Older than 90 days"
"679",2343,2020-08-28 16:59:36,2020-07-28 09:37:11,5,57,38.563871,-121.5502,2020-07-25,"No","Yes",NA,"Barge Canal / Turning Basin / Lake Washington",NA,"Port of Sacramento","No","Update: Water sample collected from shoreline and microcystins detected below advisory thresholds. Observation of cyanobacteria was confirmed and caution advisory recommendation continues.

On 7/28/20 report submitted observing cyanobacteria bloom in the open water of the turning basin and barge canal. The bloom appears suspended in the water column and floating colonies of cyanobaceria getting denser at the turning basin, the bloom is not easily observed from the shoreline/docks. Recommend caution advisory until further notice.","caution","Lake Washington, at Barge Canal/Turning Basin",2020-08-07,"Both",TRUE,2020-08-28,"Last verified >90 days ago","Older than 90 days"
"680",2345,2020-07-28 16:28:16,2020-07-28 12:58:07,8,36,33.934472,-117.6543,2020-07-28,"No","Yes",NA,"Prado Dog Park, Navhda and T Ponds",NA,"San Bernardino County Parks Dept.","No","On 7/28/2020 report submitted observing blooms in Navhda Pond and T Pond of Prado Dog Park. Regional Water Board is coordinating response to the bloom observations, nearby Prado Lake is posted at Danger advisory recommending no water contact for people and animals. Recommend caution advisory at Dog Park ponds until further notice, avoid water contact by dogs.","caution","Prado Recreation Dog Park Ponds",2020-07-28,"Observation",TRUE,2020-07-28,"Last verified >90 days ago","Older than 90 days"
"681",2346,2020-10-19 11:40:27,2020-07-29 12:44:44,1,12,40.875965,-123.99388,2020-07-20,"No","Yes",NA,"Mad River at Blue Lake",NA,NA,"No","9/16/2020: On 9/3 Blue Lake Rancheria staff collected mat samples from the Mad River at 3 sites: 1) pump station near mouth of Warren Creek, 2) 300m downstream of Blue Lake sewer ponds, and 3) downstream of Hatchery Bridge Rd. Algal mats were observed throughouth the river, especially along the edges of the river and disconnected pools. Six of the eight samples contained anatoxin-a. Cyanotoxins are produced within the attached algal mats. Avoid algal material in the river. Caution advisory. 

7/29/2020: Today the Water Boards received a report of high algal biomass in the Mad River at town of Blue Lake. A field investigation will be conducted on 7/30/2020 by Humboldt County Environmental Health. The North Coast Regional Boards are coordinating a response with Humboldt County Environmental Health. Information will be updated after a site visit. A Caution advisory is recommended until the field investigation is completed.","caution","Mad River at Blue Lake",2020-10-19,"Both",TRUE,2020-10-19,"Last verified >90 days ago","Older than 90 days"
"682",2347,2020-08-31 15:37:52,2020-07-29 14:27:13,6,36,34.24228,-117.2714,2020-07-19,"Yes","No","Lake","Lake Gregory",NA,"San Bernardino County","No","8/23/20- 2 samples were taken one at the north beach and one at the south beach. Results indicate low amounts of cyanobacteria under the microscope. The ELISA method indicated non-detectable levels of cylindrospermopsin and saxitoxin. Anatoxin-a was detected at at the Southern beach at the level of 0.11 ug/L but non-detect at the north beach. Caution advisory is recommended due to visible indicators of a bloom and detection of anatoxin-a.

7/19/20 : 5 samples were collected from Lake Gregory. All showed the presence of potentially toxic cyanobacteria, but no toxins were detected above the recommended trigger levels for advisories. QPCR analysis detected microcystin at all locations and anatoxin-a at two locations. These toxins resulted in non-detects when analyzed via the ELISA method. 
The Regional Board is coordinating posting of HAB General Awareness signs to inform users of the lake since the lake supports moderate to high level of recreation.","caution","Lake Gregory",2020-08-23,"Analytical",TRUE,2020-08-31,"Last verified >90 days ago","Older than 90 days"
"683",2349,2020-08-26 10:44:50,2020-08-03 13:09:22,5,20,37.210094,-119.68178,2020-07-23,"Yes","No","Lake","Indian Lakes, Coarsegold",NA,NA,"No","8/26/20: Samples taken on 8/18/20 detected no cyanotoxins in water samples. 

8/3/2020: Last week Madera County Environmental Health received reports of algae at Indian Lakes. Photographs showed filamentous algae growing along most of the shore. Samples will be collected next week. A Caution advisory is issued until sample results are obtained.","none","Indian Lakes, Coarsegoald",2020-08-18,"Observation",TRUE,2020-08-26,"Last verified >90 days ago","Older than 90 days"
"684",2350,2020-11-13 13:07:06,2020-08-04 09:32:55,5,4,39.718611,-121.55583,2020-07-29,"No","No",NA,"Lake Oroville, West Branch","CA Dept. of Water Resources (916) 653-8743","State Parks","No","California Department of Water Resources conducts cyanobacteria monitoring in Lake Oroville from April to October (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743.
11/13/20:  Samples collected on 11/04 found a low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

10/27/20: Samples collected on 10/21 found a low abundance of cyanobacteria detected in water samples. Toxins not analyzed.

10/13/2020: Samples collected on 10/7 identified low abundance of cyanobacteria, no cyanotoxins were tested. No advisory

9/01/20: Low abundance of microcystins detected in water samples. No other cyanotoxins were detected in water samples. Toxins not analyzed.

8/17/20: No cyanotoxins were detected in water samples. 

7/31/20: Low abundance of cyanobacteria detected in water samples. Toxins not analyzed.","none","Lake Oroville, West Branch",2020-11-04,NA,TRUE,2020-11-13,"Last verified >90 days ago","Older than 90 days"
"685",2351,2020-08-17 12:05:19,2020-08-05 07:13:19,3,44,36.926522,-121.73121,2020-06-01,"No","No",NA,"Tyann Lake",NA,NA,"No","On 8/5/2020 report submitted observations from 6/1 of lake-wide bloom concentrated on southern end of lake.",NA,"Lake Tynan",2020-06-01,"Observation",TRUE,2020-08-17,"Last verified >90 days ago","Older than 90 days"
"686",2353,2020-08-17 10:19:39,2020-08-05 22:50:49,5,31,39.288301,-120.43613,2020-08-01,"No","Yes","Lake","Hidden Lake",NA,"US Forest Service","No","8/17/2020: Samples collected on 8/10 showed very low abundance of cyanobacteria and no toxin producing genes. No HABs advisory for this lake.

8/6/2020: Water Boards received a visual report from 7/31 of green water and potentially elevated cyanobacteria abundance  in a small unnamedlake below Devil's Peak in the Tahoe National Forest. Field investigation is being coordinated between Water Boards, Placer County Environmental Health, and US Forest Service. Samples will be collected next week. Caution advisory until field investigation is completed.","none","Unnamed lake near Devil's Peak (Placer Co.)",2020-08-10,"Observation",TRUE,2020-08-17,"Last verified >90 days ago","Older than 90 days"
"687",2354,2020-08-14 06:35:14,2020-08-07 14:29:20,8,36,33.932,-117.662,2020-08-04,"No","Yes",NA,"Prado Dog Bark, T Pond 2nd  from the West Side",NA,NA,"No","08/12/2020-Santa Ana Regional Board staff sampled on August 4th. Microcystins were found in both T pond and Long Pond. Therefore, due to the visual indicators of scum and because staff we did not get to all of the ponds we recommend a parkwide Caution Advisory.","caution","Prado Dog Park, T Pond, 2nd Pond from West Side",2020-08-04,"Both",TRUE,2020-08-14,"Last verified >90 days ago","Older than 90 days"
