"","Station","Stratum","Stratum2","Year","Date","DateTime","Taxon","Genus","Species","AlgalType","Count","OrganismsPerMl"
"5531","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",7,2276.09
"5532","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",9,2926.4
"5533","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",24,7803.73
"5534","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",357,116080.43
"5535","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,650.31
"5536","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",8,2601.24
"5537","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"Monoraphidium contortum","Monoraphidium",NA,"Green Alga",1,325.16
"5538","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"Peridinium sp.","Peridinium",NA,"Dinoflagellate",1,325.16
"5539","C3A","Upper Sacramento","Upper Sac",2017,2017-08-10,2017-08-10 08:00:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",4,1300.62
"5540","NZ068","Lower Sacramento","Lower Sac",2017,2017-08-10,2017-08-10 08:00:00,"cf. Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,455.22
"5541","NZ068","Lower Sacramento","Lower Sac",2017,2017-08-10,2017-08-10 08:00:00,"cf. Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",5,2276.09
"5542","NZ068","Lower Sacramento","Lower Sac",2017,2017-08-10,2017-08-10 08:00:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",26,11835.65
"5543","NZ068","Lower Sacramento","Lower Sac",2017,2017-08-10,2017-08-10 08:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",389,177079.57
"5544","NZ068","Lower Sacramento","Lower Sac",2017,2017-08-10,2017-08-10 08:00:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",5,2276.09
"5545","NZ068","Lower Sacramento","Lower Sac",2017,2017-08-10,2017-08-10 08:00:00,"Monoraphidium contortum","Monoraphidium",NA,"Green Alga",1,455.22
"5546","NZ068","Lower Sacramento","Lower Sac",2017,2017-08-10,2017-08-10 08:00:00,"Pseudostaurosira brevistriata","Pseudostaurosira",NA,"Pennate Diatom",2,910.43
"5547","C9","Southern Delta","South Delta",2017,2017-08-11,2017-08-11 08:50:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",1,433.54
"5548","C9","Southern Delta","South Delta",2017,2017-08-11,2017-08-11 08:50:00,"cf. Cyclostephanos sp.","Cyclostephanos",NA,"Centric Diatom",2,867.08
"5549","C9","Southern Delta","South Delta",2017,2017-08-11,2017-08-11 08:50:00,"cf. Merismopedia sp.","Merismopedia",NA,"Cyanobacterium",1,433.54
"5550","C9","Southern Delta","South Delta",2017,2017-08-11,2017-08-11 08:50:00,"cf. Microcystis sp.","Microcystis",NA,"Cyanobacterium",2,867.08
"5551","C9","Southern Delta","South Delta",2017,2017-08-11,2017-08-11 08:50:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",394,170814.91
"5552","C9","Southern Delta","South Delta",2017,2017-08-11,2017-08-11 08:50:00,"Chroococcus sp.","Chroococcus",NA,"Cyanobacterium",1,433.54
"5553","C9","Southern Delta","South Delta",2017,2017-08-11,2017-08-11 08:50:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",1,433.54
"5554","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"cf. Cryptomonas sp.","Cryptomonas",NA,"Cryptophyte",1,379.35
"5555","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",3,1138.04
"5556","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",6,2276.09
"5557","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"cf. Stephanodiscus sp.","Stephanodiscus",NA,"Centric Diatom",1,379.35
"5558","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"Chlamydomonas sp.","Chlamydomonas",NA,"Green Alga",1,379.35
"5559","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",38,14415.22
"5560","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",385,146048.91
"5561","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,758.7
"5562","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"Elakatothrix gelatinosa","Elakatothrix",NA,"Green Alga",1,379.35
"5563","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",5,1896.74
"5564","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"Planktolyngbya sp.","Planktolyngbya",NA,"Cyanobacterium",5,1896.74
"5565","C10A",NA,NA,2017,2017-08-11,2017-08-11 10:30:00,"Snowella sp.","Snowella",NA,"Cyanobacterium",3,1138.04
"5566","D12","Lower San Joaquin","Lower SJ",2017,2017-08-14,2017-08-14 09:05:00,"cf. Gymnodinium sp.","Gymnodinium",NA,"Dinoflagellate",1,910.43
"5567","D12","Lower San Joaquin","Lower SJ",2017,2017-08-14,2017-08-14 09:05:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",2,1820.87
"5568","D12","Lower San Joaquin","Lower SJ",2017,2017-08-14,2017-08-14 09:05:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",15,13656.52
"5569","D12","Lower San Joaquin","Lower SJ",2017,2017-08-14,2017-08-14 09:05:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",433,394218.26
"5570","D19","Franks Tract","Franks",2017,2017-08-14,2017-08-14 10:10:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",25,11380.43
"5571","D19","Franks Tract","Franks",2017,2017-08-14,2017-08-14 10:10:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",391,177990
"5572","D19","Franks Tract","Franks",2017,2017-08-14,2017-08-14 10:10:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,910.43
"5573","D19","Franks Tract","Franks",2017,2017-08-14,2017-08-14 10:10:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",2,910.43
"5574","D19","Franks Tract","Franks",2017,2017-08-14,2017-08-14 10:10:00,"Ochromonas sp.","Ochromonas",NA,"Chrysophyte",1,455.22
"5575","D19","Franks Tract","Franks",2017,2017-08-14,2017-08-14 10:10:00,"Snowella sp.","Snowella",NA,"Cyanobacterium",1,455.22
"5576","D28A","Old and Middle river","OMR",2017,2017-08-14,2017-08-14 11:15:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",1,379.35
"5577","D28A","Old and Middle river","OMR",2017,2017-08-14,2017-08-14 11:15:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,379.35
"5578","D28A","Old and Middle river","OMR",2017,2017-08-14,2017-08-14 11:15:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",4,1517.39
"5579","D28A","Old and Middle river","OMR",2017,2017-08-14,2017-08-14 11:15:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",4,1517.39
"5580","D28A","Old and Middle river","OMR",2017,2017-08-14,2017-08-14 11:15:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",52,19726.09
"5581","D28A","Old and Middle river","OMR",2017,2017-08-14,2017-08-14 11:15:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",335,127081.52
"5582","D28A","Old and Middle river","OMR",2017,2017-08-14,2017-08-14 11:15:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",13,4931.52
"5583","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",3,1365.65
"5584","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",2,910.43
"5585","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"cf. Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",1,455.22
"5586","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,455.22
"5587","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",22,10014.78
"5588","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",434,197564.35
"5589","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,455.22
"5590","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"Nitzschia palea","Nitzschia",NA,"Pennate Diatom",1,455.22
"5591","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"Scenedesmus sp.","Scenedesmus",NA,"Green Alga",1,455.22
"5592","D16","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 08:35:00,"Synedra cf. ulna","Synedra",NA,"Pennate Diatom",1,455.22
"5593","D26","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 09:25:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",2,910.43
"5594","D26","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 09:25:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",2,910.43
"5595","D26","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 09:25:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",2,910.43
"5596","D26","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 09:25:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",27,12290.87
"5597","D26","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 09:25:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",378,172072.17
"5598","D26","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 09:25:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",1,455.22
"5599","D26","Lower San Joaquin","Lower SJ",2017,2017-08-15,2017-08-15 09:25:00,"Planktolyngbya sp.","Planktolyngbya",NA,"Cyanobacterium",2,910.43
"5600","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",3,1820.87
"5601","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",5,3034.78
"5602","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"cf. Synechococcus sp.","Synechococcus",NA,"Cyanobacterium",1,606.96
"5603","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",30,18208.7
"5604","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",359,217897.39
"5605","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",3,1820.87
"5606","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,606.96
"5607","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",5,3034.78
"5608","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",3,1820.87
"5609","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Merismopedia tenuissima","Merismopedia",NA,"Cyanobacterium",1,606.96
"5610","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Planktolyngbya sp.","Planktolyngbya",NA,"Cyanobacterium",2,1213.91
"5611","MD10A","Eastern Delta","East Delta",2017,2017-08-15,2017-08-15 10:45:00,"Scenedesmus sp.","Scenedesmus",NA,"Green Alga",2,1213.91
"5612","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Achnanthidium minutissimum","Achnanthidium",NA,"Pennate Diatom",4,1213.91
"5613","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"cf. Carteria sp.","Carteria",NA,"Green Alga",4,1213.91
"5614","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",4,1213.91
"5615","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",8,2427.83
"5616","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",35,10621.74
"5617","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",381,115625.22
"5618","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",15,4552.17
"5619","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",4,1213.91
"5620","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Merismopedia tenuissima","Merismopedia",NA,"Cyanobacterium",6,1820.87
"5621","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",1,303.48
"5622","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",3,910.43
"5623","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Scenedesmus sp.","Scenedesmus",NA,"Green Alga",1,303.48
"5624","P8","Southern Delta","South Delta",2017,2017-08-15,2017-08-15 12:00:00,"Skeletonema sp.","Skeletonema",NA,"Centric Diatom",9,2731.3
"5625","D8",NA,NA,2017,2017-08-16,2017-08-16 10:30:00,"cf. Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,455.22
"5626","D8",NA,NA,2017,2017-08-16,2017-08-16 10:30:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",1,455.22
"5627","D8",NA,NA,2017,2017-08-16,2017-08-16 10:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",680,309547.83
"5628","D8",NA,NA,2017,2017-08-16,2017-08-16 10:30:00,"Entomoneis sp.","Entomoneis",NA,"Pennate Diatom",1,455.22
"5629","D8",NA,NA,2017,2017-08-16,2017-08-16 10:30:00,"Synedra cf. ulna","Synedra",NA,"Pennate Diatom",1,455.22
"5630","D10",NA,NA,2017,2017-08-16,2017-08-16 11:10:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",1,1517.39
"5631","D10",NA,NA,2017,2017-08-16,2017-08-16 11:10:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",456,691930.43
"5632","D10",NA,NA,2017,2017-08-16,2017-08-16 11:10:00,"Entomoneis sp.","Entomoneis",NA,"Pennate Diatom",1,1517.39
"5633","D10",NA,NA,2017,2017-08-16,2017-08-16 11:10:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",1,1517.39
"5634","D6",NA,NA,2017,2017-08-17,2017-08-17 11:00:00,"cf. Myochloris sp.","Myochloris",NA,"Green Alga",2,1820.87
"5635","D6",NA,NA,2017,2017-08-17,2017-08-17 11:00:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",2,1820.87
"5636","D6",NA,NA,2017,2017-08-17,2017-08-17 11:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",422,384203.48
"5637","D6",NA,NA,2017,2017-08-17,2017-08-17 11:00:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,910.43
"5638","D6",NA,NA,2017,2017-08-17,2017-08-17 11:00:00,"Kephyrion sp.","Kephyrion",NA,"Chrysophyte",1,910.43
"5639","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,1820.87
"5640","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"cf. Euglena sp.","Euglena",NA,"Euglenoid",2,1820.87
"5641","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"cf. Lepocinclis sp.","Lepocinclis",NA,"Euglenoid",1,910.43
"5642","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",3,2731.3
"5643","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",23,20940
"5644","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",520,473426.09
"5645","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"Cyclotella cf. striata","Cyclotella",NA,"Centric Diatom",1,910.43
"5646","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",7,6373.04
"5647","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"Gyrosigma cf. fasciola var. globifera","Gyrosigma",NA,"Pennate Diatom",1,910.43
"5648","D7",NA,NA,2017,2017-08-17,2017-08-17 11:50:00,"Kephyrion sp.","Kephyrion",NA,"Chrysophyte",1,910.43
"5649","NZS42",NA,NA,2017,2017-08-17,2017-08-17 12:50:00,"cf. Scrippsiella sp.","Scrippsiella",NA,"Dinoflagellate",1,1300.62
"5650","NZS42",NA,NA,2017,2017-08-17,2017-08-17 12:50:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",437,568371.43
"5651","NZ032",NA,NA,2017,2017-08-17,2017-08-17 13:40:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,2276.09
"5652","NZ032",NA,NA,2017,2017-08-17,2017-08-17 13:40:00,"cf. Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,1138.04
"5653","NZ032",NA,NA,2017,2017-08-17,2017-08-17 13:40:00,"cf. Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",2,2276.09
"5654","NZ032",NA,NA,2017,2017-08-17,2017-08-17 13:40:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",3,3414.13
"5655","NZ032",NA,NA,2017,2017-08-17,2017-08-17 13:40:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",23,26175
"5656","NZ032",NA,NA,2017,2017-08-17,2017-08-17 13:40:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",434,493910.87
"5657","NZ032",NA,NA,2017,2017-08-17,2017-08-17 13:40:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,1138.04
"5658","D41A",NA,NA,2017,2017-08-21,2017-08-21 11:30:00,"cf. Chroomonas sp.","Chroomonas",NA,"Cryptophyte",1,1011.59
"5659","D41A",NA,NA,2017,2017-08-21,2017-08-21 11:30:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,1011.59
"5660","D41A",NA,NA,2017,2017-08-21,2017-08-21 11:30:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",415,419811.59
"5661","D41A",NA,NA,2017,2017-08-21,2017-08-21 11:30:00,"Chroomonas rosenbergii","Chroomonas",NA,"Cryptophyte",1,1011.59
"5662","D41",NA,NA,2017,2017-08-21,2017-08-21 12:25:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,455.22
"5663","D41",NA,NA,2017,2017-08-21,2017-08-21 12:25:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",437,198930
"5664","D41",NA,NA,2017,2017-08-21,2017-08-21 12:25:00,"Plagioselmis sp.","Plagioselmis",NA,"Cryptophyte",2,910.43
"5665","NZ325",NA,NA,2017,2017-08-21,2017-08-21 13:05:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,379.35
"5666","NZ325",NA,NA,2017,2017-08-21,2017-08-21 13:05:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",1,379.35
"5667","NZ325",NA,NA,2017,2017-08-21,2017-08-21 13:05:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",410,155532.61
"5668","NZ325",NA,NA,2017,2017-08-21,2017-08-21 13:05:00,"Cryptomonas sp.","Cryptomonas",NA,"Cryptophyte",1,379.35
"5669","NZ002",NA,NA,2017,2017-08-21,2017-08-21 13:25:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",421,273780.75
"5670","NZ002",NA,NA,2017,2017-08-21,2017-08-21 13:25:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",1,650.31
"5671","NZ004",NA,NA,2017,2017-08-21,2017-08-21 13:45:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",2,1820.87
"5672","NZ004",NA,NA,2017,2017-08-21,2017-08-21 13:45:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",2,1820.87
"5673","NZ004",NA,NA,2017,2017-08-21,2017-08-21 13:45:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",415,377830.43
"5674","NZ004",NA,NA,2017,2017-08-21,2017-08-21 13:45:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",1,910.43
"5675","D4","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 08:15:00,"cf. Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,1820.87
"5676","D4","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 08:15:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",7,6373.04
"5677","D4","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 08:15:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",23,20940
"5678","D4","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 08:15:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",415,377830.43
"5679","D4","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 08:15:00,"Skeletonema sp.","Skeletonema",NA,"Centric Diatom",2,1820.87
"5680","D4","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 08:15:00,"Synedra cf. ulna","Synedra",NA,"Pennate Diatom",1,910.43
"5681","D22","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 09:00:00,"cf. Chlorella sp.","Chlorella",NA,"Green Alga",2,413.83
"5682","D22","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 09:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",396,81939.13
"5683","D22","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 09:00:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,206.92
"5684","D22","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 09:00:00,"Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",1,206.92
"5685","D22","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 09:00:00,"Skeletonema sp.","Skeletonema",NA,"Centric Diatom",4,827.67
"5686","NZ068","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 10:00:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",36,11705.59
"5687","NZ068","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 10:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",368,119657.14
"5688","NZ068","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 10:00:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",3,975.47
"5689","NZ068","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 10:00:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,325.16
"5690","NZ068","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 10:00:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",6,1950.93
"5691","NZ068","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 10:00:00,"Pyramimonas sp.","Pyramimonas",NA,"Green Alga",1,325.16
"5692","NZ068","Lower Sacramento","Lower Sac",2017,2017-09-11,2017-09-11 10:00:00,"Skeletonema sp.","Skeletonema",NA,"Centric Diatom",2,650.31
"5693","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"Amphora sp.","Amphora",NA,"Pennate Diatom",1,379.35
"5694","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"cf. Microcystis sp.","Microcystis",NA,"Cyanobacterium",3,1138.04
"5695","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"cf. Plagioselmis prolonga","Plagioselmis",NA,"Cryptophyte",7,2655.43
"5696","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"Chlorella vulgaris","Chlorella",NA,"Green Alga",19,7207.61
"5697","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",429,162740.22
"5698","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"Drepanochloris nannoselene","Drepanochloris",NA,"Green Alga",8,3034.78
"5699","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"Encyonema silesiacum","Encyonema",NA,"Pennate Diatom",1,379.35
"5700","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",2,758.7
"5701","C9","Southern Delta","South Delta",2017,2017-09-11,2017-09-11 10:18:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,379.35
"5702","C10A",NA,NA,2017,2017-09-11,2017-09-11 12:00:00,"Achnanthidium sp.","Achnanthidium",NA,"Pennate Diatom",1,303.48
